epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,279.788,0.52224,0.30608,0.00267,0.87938,0.98077,0.97852,0.89414,0.42884,0.25582,0.0038,0.0011387,0.0011387,0.0011387
89,282.659,0.54335,0.30355,0.00293,0.88032,0.98077,0.97327,0.8655,0.50075,0.26557,0.00467,0.0011288,0.0011288,0.0011288
90,285.586,0.51559,0.31609,0.00276,0.94107,0.96154,0.96597,0.84474,0.5291,0.3009,0.00473,0.0011189,0.0011189,0.0011189
91,288.545,0.47194,0.2758,0.00263,0.94309,0.95619,0.97162,0.88454,0.47266,0.30951,0.00438,0.001109,0.001109,0.001109
92,291.636,0.54605,0.29722,0.00307,0.94338,0.96117,0.98312,0.88654,0.48067,0.26521,0.00443,0.0010991,0.0010991,0.0010991
93,294.514,0.53379,0.29597,0.00319,0.97957,0.92227,0.98098,0.90323,0.41517,0.23063,0.00375,0.0010892,0.0010892,0.0010892
94,297.484,0.52623,0.27056,0.00291,0.92522,1,0.97813,0.88823,0.45289,0.24791,0.0042,0.0010793,0.0010793,0.0010793
95,300.404,0.48997,0.28034,0.00261,0.93506,0.98077,0.98029,0.89073,0.43108,0.24428,0.00376,0.0010694,0.0010694,0.0010694
96,303.506,0.50943,0.329,0.00265,0.97475,0.98077,0.98384,0.90691,0.44797,0.23967,0.00417,0.0010595,0.0010595,0.0010595
97,306.418,0.50964,0.30858,0.00286,0.94462,0.98416,0.98447,0.87688,0.49053,0.26967,0.00453,0.0010496,0.0010496,0.0010496
98,309.326,0.53714,0.279,0.00307,0.94252,1,0.98312,0.89596,0.41947,0.20855,0.00389,0.0010397,0.0010397,0.0010397
99,312.185,0.54271,0.29122,0.00285,0.9463,0.92308,0.97506,0.88825,0.45094,0.31641,0.00407,0.0010298,0.0010298,0.0010298
100,315.285,0.51224,0.26173,0.00291,0.93611,1,0.98099,0.86715,0.48545,0.23761,0.00419,0.0010199,0.0010199,0.0010199
101,318.264,0.47259,0.25706,0.00273,0.927,1,0.98297,0.86939,0.5088,0.26107,0.00466,0.00101,0.00101,0.00101
102,321.212,0.50135,0.26971,0.00276,0.92382,1,0.98531,0.89128,0.45221,0.25645,0.00398,0.0010001,0.0010001,0.0010001
103,324.172,0.45063,0.2618,0.00268,0.91227,0.99989,0.97988,0.88531,0.44048,0.30909,0.00379,0.0009902,0.0009902,0.0009902
104,327.158,0.45897,0.26514,0.00233,0.93162,0.96154,0.98345,0.8998,0.42092,0.23603,0.00384,0.0009803,0.0009803,0.0009803
105,330.244,0.48112,0.26297,0.00253,0.94524,0.99589,0.9888,0.88172,0.45723,0.21756,0.00398,0.0009704,0.0009704,0.0009704
106,333.206,0.45582,0.24179,0.0023,0.97629,0.98077,0.99117,0.9096,0.42391,0.19633,0.00369,0.0009605,0.0009605,0.0009605
107,336.159,0.45851,0.26028,0.0025,0.98104,0.995,0.99179,0.90712,0.41792,0.19036,0.00374,0.0009506,0.0009506,0.0009506
108,339.246,0.44759,0.26303,0.00234,0.96013,0.98077,0.98958,0.91169,0.38938,0.21839,0.00349,0.0009407,0.0009407,0.0009407
109,342.28,0.46641,0.24185,0.00245,0.94436,0.98077,0.98691,0.9062,0.3999,0.23931,0.00361,0.0009308,0.0009308,0.0009308
110,345.28,0.45343,0.25105,0.00234,0.94498,0.991,0.99038,0.91276,0.41407,0.21339,0.00384,0.0009209,0.0009209,0.0009209
111,348.214,0.49023,0.25352,0.00244,0.96101,0.96154,0.99033,0.9085,0.42738,0.21956,0.00355,0.000911,0.000911,0.000911
112,351.251,0.4604,0.25848,0.0024,0.9795,1,0.99406,0.91306,0.4307,0.18198,0.00367,0.0009011,0.0009011,0.0009011
113,354.277,0.46168,0.24386,0.00272,1,0.89755,0.98522,0.89613,0.43191,0.28377,0.00378,0.0008912,0.0008912,0.0008912
114,357.289,0.49718,0.25817,0.00256,0.9417,0.98077,0.99107,0.91566,0.39529,0.19654,0.00356,0.0008813,0.0008813,0.0008813
115,360.192,0.49061,0.25674,0.00259,0.95687,0.98077,0.99017,0.90988,0.39115,0.18324,0.00329,0.0008714,0.0008714,0.0008714
116,363.275,0.5015,0.24668,0.00277,0.96282,0.99614,0.99,0.91088,0.44147,0.20285,0.00391,0.0008615,0.0008615,0.0008615
117,366.196,0.44117,0.23297,0.00237,0.96273,0.99352,0.99019,0.91255,0.42289,0.21452,0.00392,0.0008516,0.0008516,0.0008516
118,369.297,0.44416,0.23697,0.00246,0.94534,0.99777,0.99175,0.91018,0.42854,0.20995,0.00384,0.0008417,0.0008417,0.0008417
119,372.206,0.48081,0.23338,0.00232,0.95202,0.96154,0.9895,0.90869,0.48301,0.24473,0.00424,0.0008318,0.0008318,0.0008318
120,375.13,0.46963,0.23641,0.00258,0.96224,0.98009,0.99167,0.90064,0.42555,0.21105,0.00366,0.0008219,0.0008219,0.0008219
121,377.945,0.43503,0.2331,0.00224,0.93965,1,0.98952,0.91965,0.4067,0.22301,0.00347,0.000812,0.000812,0.000812
122,381.052,0.43002,0.25032,0.00212,0.96029,1,0.98958,0.91896,0.40543,0.21933,0.00351,0.0008021,0.0008021,0.0008021
123,384.004,0.46051,0.25359,0.00252,0.95973,0.98077,0.99009,0.91559,0.41227,0.19926,0.00354,0.0007922,0.0007922,0.0007922
124,386.883,0.48245,0.27287,0.00265,0.96273,0.99357,0.9931,0.91598,0.40066,0.176,0.00341,0.0007823,0.0007823,0.0007823
125,389.932,0.4462,0.23588,0.00226,0.96016,1,0.99271,0.91545,0.39341,0.17921,0.00347,0.0007724,0.0007724,0.0007724
126,392.863,0.41227,0.23086,0.00236,0.98074,0.97918,0.99176,0.92489,0.37039,0.17374,0.00326,0.0007625,0.0007625,0.0007625
